Date,Blog,Title
2025-04-12T13:07:44+02:00,ChristianMahnke.de,""Landschaft mit Pilaster und Skulptur" von Arnold Leissler dem Jüngeren (1939-2014)"
2025-04-09T17:15:07+02:00,Never Built Göttingen,"Sanierung Neustadt"
2025-04-09T09:33:00+02:00,Ric - An unknown artist,"Hedwig Klinge Kleine Kinder im Bett"
2025-04-08T12:47:44+02:00,Kleiderbügel,"Moden - Denzler - Northeim seit 1920"
2025-04-06T13:07:44+02:00,ChristianMahnke.de,"Kinder von Elsa Haensgen-Dingkuhn (1898-1991)"
2025-04-06T13:07:44+02:00,ChristianMahnke.de,"DROHjanisches Pferd von Klaus Parche (1939-2024)"
2025-04-02T17:15:07+02:00,Never Built Göttingen,"Volksbank Göttingen eGmbH"
2025-04-02T09:33:00+02:00,Ric - An unknown artist,"Hedwig Klinge Magnolien"
2025-04-01T12:47:44+02:00,Kleiderbügel,"Kaufhof"
2025-04-01T09:33:00+02:00,Ric - An unknown artist,"Hedwig Klinge Mädchen und Hund"
2025-05-30T17:33:44+02:00,ChristianMahnke.de,"Pagefind aufbohren"
2025-05-28T18:22:44+02:00,ChristianMahnke.de,"Wikidata Links in Hugo"
2025-05-28T17:15:07+02:00,Never Built Göttingen,"Demonstrativbauvorhaben Holtenser Berg, Göttingen"
2025-05-27T12:47:44+02:00,Kleiderbügel,"BAY TREE HOTELS LTD"
2025-05-25T11:22:44+02:00,ChristianMahnke.de,"Schlagwortpaare visualisiert"
2025-05-24T15:38:44+02:00,ChristianMahnke.de,"Gemälde von Frank Walter (1926-2009)"
2025-05-21T17:15:07+02:00,Never Built Göttingen,"Bauten für den Verkehr"
2025-05-21T06:00:00Z,ChristianMahnke.de,"Informationen zu Spendern in Kulturerbeaggregatoren"
2025-05-20T12:47:44+02:00,Kleiderbügel,"VOGEL SEIT 1924 KLEIDUNG"
2025-05-18T19:22:44+02:00,ChristianMahnke.de,"Der Kalte Krieg in Kinderhand"
2025-05-15T17:45:44+02:00,ChristianMahnke.de,"Aquarell von Paul Neidhardt (1874-1951)"
2025-05-14T17:15:07+02:00,Never Built Göttingen,"Studentenwohnheim Papenberg"
2025-05-14T15:08:00+02:00,Ric - An unknown artist,"Ein Pseudonym von Hede Klinge-Neumann im "Catalog of Copyright Entries""
2025-05-13T12:47:44+02:00,Kleiderbügel,"Herrenausstatter hagenah Heide • Markt 26"
2025-05-07T17:15:07+02:00,Never Built Göttingen,"Medizinische Fakultät"
2025-05-07T12:33:31Z,Ric - An unknown artist,"Fritz Neumann Parforcejagd"
2025-05-06T12:47:44+02:00,Kleiderbügel,"Union Rock-Jon D.B.Wz."
2025-05-05T18:22:44+02:00,ChristianMahnke.de,"Menüs im Hugo Entwurfsmodus"
2025-06-24T12:47:44+02:00,Kleiderbügel,"flebbe"
2025-06-18T17:15:07+02:00,Never Built Göttingen,"Städteforum 1977"
2025-06-18T17:15:07+02:00,Never Built Göttingen,"Sanierungsgebiet "Neustadt-Ostseite""
2025-06-17T12:47:44+02:00,Kleiderbügel,"Wittke Größtes Herren-Spezialhaus Dithmarschens"
2025-06-17T00:15:07+01:00,Backsteinexpressionismus,"Postkarte 'Köln am Rhein Messehallen/Haupteingang'"
2025-06-13T16:02:44+02:00,ChristianMahnke.de,"Vite und Git Symlink-Dateien"
2025-06-10T12:47:44+02:00,Kleiderbügel,"Textil u. Modenhaus Gebr. Simon Steinheim"
2025-06-09T23:22:44+02:00,ChristianMahnke.de,"Virtuelle Räume tapezieren!"
2025-06-04T17:15:07+02:00,Never Built Göttingen,"Altenwohnstift am Warteberg (Planung) in Göttingen-Herberhausen"
2025-06-03T12:47:44+02:00,Kleiderbügel,"Unbenannter Eintrag"
2025-06-02T17:22:44+02:00,ChristianMahnke.de,"Seite nun durchsuchbar"
2025-07-29T17:15:07+02:00,Never Built Göttingen,"Modell-Fotos"
2025-07-29T12:47:44+02:00,Kleiderbügel,"Dem braven Kinde"
2025-07-27T18:25:07+02:00,Backsteinexpressionismus,"Ullsteinhaus Berlin"
2025-07-27T18:22:44+02:00,ChristianMahnke.de,"Fliiifenleger - eine IIIF Experimentierplattform"
2025-07-22T17:15:07+02:00,Never Built Göttingen,"Strukturanalyse Göttingen-Nikolausberg"
2025-07-22T12:47:44+02:00,Kleiderbügel,"Star Boutique Manuela"
2025-07-20T18:25:07+02:00,Backsteinexpressionismus,"Scherlahaus Berlin"
2025-07-15T17:15:07+02:00,Never Built Göttingen,"Weende an der Lutter"
2025-07-15T17:15:07+02:00,Never Built Göttingen,"REMUS Architektur heute"
2025-07-15T12:47:44+02:00,Kleiderbügel,"CINTRES"
2025-07-13T18:25:07+02:00,Backsteinexpressionismus,"Mossehaus Berlin"
2025-07-13T15:00:44+02:00,ChristianMahnke.de,"Siebdruck von Michael Eisemann (1943-)"
2025-07-10T12:25:06+02:00,Backsteinexpressionismus,"Rheinhallen und Messeturm Köln"
2025-07-10T12:25:06+02:00,Backsteinexpressionismus,"Die deutsche Zeitung - Ihr Werden, Wesen und Wirken"
2025-07-10T12:25:06+02:00,Schriftmuster,"D. Stempel: Fette Metropolis"
2025-07-09T17:15:07+02:00,Never Built Göttingen,"Das Verkehrssystem der Göttinger Innenstadt"
2025-07-08T12:47:44+02:00,Kleiderbügel,"Weinhaus goldene Traube"
2025-07-02T17:15:07+02:00,Never Built Göttingen,"Gemeindezentrum Grone-Süd"
2025-07-01T12:47:44+02:00,Kleiderbügel,"Maßschneiderei Karl Kreutzer 1 Berlin 27 Waidmannsluster=Damm 14"
2025-08-31T18:25:07+02:00,Backsteinexpressionismus,"Broschek-Haus Hamburg"
2025-08-26T12:47:44+02:00,Kleiderbügel,"Karl Kühne, Mass-Schneiderei"
2025-08-24T18:25:07+02:00,Backsteinexpressionismus,"Anzeiger Hochhaus Hannover"
2025-08-23T20:32:42+02:00,Ric - An unknown artist,"Ein weiteres Werk von Ric gefunden!"
2025-08-23T15:40:59Z,Hässliche Plastiktiere und Zeugs,"Hannover Steintor"
2025-08-23T13:18:44+02:00,ChristianMahnke.de,"Holzschnitt von Emma Mayer (1874-nach 1930)"
2025-08-20T09:33:00+02:00,Ric - An unknown artist,"Hedwig Klinge in der Kunstsammlung Schmelzle"
2025-08-19T12:47:44+02:00,Kleiderbügel,"Färberei Croon Osnabrück"
2025-08-17T18:25:07+02:00,Backsteinexpressionismus,"Saarbrücker Zeitungen"
2025-08-17T12:30:44+02:00,ChristianMahnke.de,"Dendy Junior II"
2025-08-16T20:24:59+02:00,Hässliche Plastiktiere und Zeugs,"Bremerhaven: Hein Mück III"
2025-08-16T11:43:59+02:00,Hässliche Plastiktiere und Zeugs,"Bremerhaven: Hein Mück II"
2025-08-16T10:55:59+02:00,Hässliche Plastiktiere und Zeugs,"Bremerhaven: Hein Mück I"
2025-08-12T17:15:07+02:00,Never Built Göttingen,"Zielplanungen Uni Göttingen"
2025-08-12T12:47:44+02:00,Kleiderbügel,"C.H. Wehmeyer, Schloss Holte"
2025-08-10T18:25:07+02:00,Backsteinexpressionismus,"Pressehaus Düsseldorf"
2025-08-08T18:33:44+02:00,ChristianMahnke.de,"Debian Repository mit GitLab Pages"
2025-08-05T17:15:07+02:00,Never Built Göttingen,"Institutsneubauten für ein biophysikalisch-chemisches Zentrum der Max-Planck-Gesellschaft zur Förderung der Wissenschaften e. V. in Göttingen-Nikolausberg"
2025-08-05T12:47:44+02:00,Kleiderbügel,"Erdmann Kleidung"
2025-08-03T18:25:07+02:00,Backsteinexpressionismus,"Tagblatt-Turm Stuttgart"
2025-09-30T12:47:44+02:00,Kleiderbügel,"Färberei HOTHO Reinigung"
2025-09-27T11:22:44+02:00,ChristianMahnke.de,"Von Mirador zu Tify"
2025-09-23T12:47:44+02:00,Kleiderbügel,"Herrenkleidung flebbe Braunschweig"
2025-09-20T15:40:59Z,Hässliche Plastiktiere und Zeugs,"Hannover Kröpke"
2025-09-16T12:47:44+02:00,Kleiderbügel,"Ihr Kleiderfachmann Bleyer Ihr Kleiderfachmann"
2025-09-09T12:47:44+02:00,Kleiderbügel,"Cloppenburg Union"
2025-09-07T14:00:00+02:00,ChristianMahnke.de,"Lithographie von František Gross (1909-1985)"
2025-09-02T12:47:44+02:00,Kleiderbügel,"ALANA FURS"
2025-10-28T12:47:44+02:00,Kleiderbügel,"Damen- u. Herrenmoden Wilh. Deppe Einbeck"
2025-10-21T12:47:44+02:00,Kleiderbügel,"Wäscherei Kleiderbad Meyer Chem. Reinigung"
2025-10-19T07:30:07+02:00,Kleiderbügel,"Neuerungen 2025"
2025-10-19T07:30:07+02:00,ChristianMahnke.de,""Kleiderbügel" überarbeitet"
2025-10-14T12:47:44+02:00,Kleiderbügel,"Camel"
2025-10-07T12:47:44+02:00,Kleiderbügel,"Unbenannter Eintrag"
2025-11-30T11:22:44+02:00,ChristianMahnke.de,"hdr-canvas aktualisiert"
2025-11-27T18:33:44+02:00,ChristianMahnke.de,"HDR IIIF für alle mit VIPS"
2025-11-27T15:45:44+01:00,ChristianMahnke.de,"Streetart mit Schatten"
2025-11-25T12:47:44+02:00,Kleiderbügel,"W.E. Eggert"
2025-11-19T20:22:44+02:00,ChristianMahnke.de,"Normdaten für private Sammlungen (und kleine Kultureinrichtungen)"
2025-11-18T20:14:44+02:00,ChristianMahnke.de,"Einfache Datenanreicherung mit Wikidata"
2025-11-17T21:14:44+02:00,ChristianMahnke.de,"OpenStreetMap Daten "patchen""
2025-11-13T20:14:44+02:00,ChristianMahnke.de,"Mapproxy als WMS Downloader"
2025-11-11T12:47:44+02:00,Kleiderbügel,"FRISIERCREME Brisa"
2025-11-04T12:47:44+02:00,Kleiderbügel,"Arthur Johannsen"
2025-11-02T15:22:44+01:00,ChristianMahnke.de,"Geteilte Metadaten für Hugo Seiten"
2025-12-31T11:33:44+02:00,ChristianMahnke.de,"Projektemacher 2025"
2025-12-30T12:47:44+02:00,Kleiderbügel,"Otto Werner"
2025-12-28T18:22:44+02:00,ChristianMahnke.de,"Historische Stereogramme auf moderner Hardware"
2025-12-28T10:22:44+02:00,ChristianMahnke.de,"KI Segmentierung für Stereoskopie-Karten"
2025-12-24T12:22:44+02:00,ChristianMahnke.de,"Weihnachten 2025"
2025-12-23T12:47:44+02:00,Kleiderbügel,"Loden - Frey München"
2025-12-19T17:19:31Z,Ric - An unknown artist,"Postkarten von Fritz Neumann 4 (Katzen)"
2025-12-19T18:33:00+02:00,Ric - An unknown artist,"Radierung von Fritz Neumann, die eine vor der Küste vor Anker liegende Yacht zeigt"
2025-12-17T07:33:00+02:00,Ric - An unknown artist,"Fritz Neumann Goldfinch"
2025-12-16T12:47:44+02:00,Kleiderbügel,"Unbenannter Eintrag"
2025-12-11T11:22:44+01:00,ChristianMahnke.de,"Ressourcen als Data-URL in Hugo einbetten"
2025-12-10T18:33:44+02:00,ChristianMahnke.de,"Papiertiger CSS für den Druck"
2025-12-09T12:47:44+02:00,Kleiderbügel,"Steigenberger Hotels"
2025-12-07T07:36:00+02:00,Ric - An unknown artist,"Fritz Neumann Redierung mit Kuttern"
2025-12-02T12:47:44+02:00,Kleiderbügel,"Hubertus Trier"
2025-12-01T13:28:42+01:00,Vorsatzpapier,"Tapete"
2025-12-01T12:22:44+02:00,ChristianMahnke.de,"Weihnachts-Hoodie 2025"
2025-12-01T05:00:00+02:00,Projektemacher Merch,"Der flammende Baum"
2026-01-27T12:47:44+02:00,Kleiderbügel,"Zechbauer Herrenausstatter"
2026-01-20T12:47:44+02:00,Kleiderbügel,"Geschw. Alsberg"
2026-01-16T13:07:44+02:00,ChristianMahnke.de,"Farbradierung von Alois Janák"
2026-01-15T06:22:44+02:00,ChristianMahnke.de,"Mastodon Backups mit GitHub Actions"
2026-01-14T19:52:22+02:00,ChristianMahnke.de,"Metadaten für Software"
2026-01-13T18:52:22+02:00,ChristianMahnke.de,"CFF zu CodeMeta in Hugo"
2026-01-13T12:47:44+02:00,Kleiderbügel,"Karstadt Stettin"
2026-01-12T07:22:44+02:00,ChristianMahnke.de,"Ausstellung “Sammlungen erzählen”"
2026-01-11T13:22:44+02:00,ChristianMahnke.de,"Linked Art Metadaten"
2026-01-07T17:33:02Z,Ric - An unknown artist,"Wikipedia Artikel über "Kunstverlag J.C. Blumenberg""
2026-01-06T12:47:44+02:00,Kleiderbügel,"DURELASTIC"
2026-01-01T20:45:46+02:00,Projektemacher Merch,"Die Kleiderbügel-Sammlung Christian Mahnke"
2026-01-01T10:22:44+02:00,ChristianMahnke.de,"Das Kleiderbügel-Blog als Buch"
2026-02-24T12:47:44+02:00,Kleiderbügel,"Reinigung Centralux Hannover"
2026-02-22T10:39:44+02:00,ChristianMahnke.de,"Ein Rant über die Bahn"
2026-02-21T07:30:00+02:00,ChristianMahnke.de,"Ausstellungen in Wikidata"
2026-02-17T12:47:44+02:00,Kleiderbügel,"Teppich-Reinigung Testorp"
2026-02-10T12:47:44+02:00,Kleiderbügel,"August Wellhölter Herford"
2026-02-07T15:30:00+02:00,ChristianMahnke.de,"Ausstellungseröffnung "Sammlungen erzählen""
2026-02-03T12:47:44+02:00,Kleiderbügel,"Ludwig Beck München"
